fetch_id|doc_slug|source_url|fetch_timestamp|http_status|page_title|html_file_path|text_file_path|fetch_notes
fetch-c54a3d6ddab1|law-1972-19|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=3402&LegislationType=2&isMod=false|2026-03-14T18:17:43.439203+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1972-19_20260314_181743.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1972-19_20260314_181743.txt|
fetch-9fdc54ad5d8c|law-1972-20|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=3097&LegislationType=2&isMod=false|2026-03-14T18:17:55.472317+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1972-20_20260314_181755.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1972-20_20260314_181755.txt|
fetch-5264a726a563|law-1972-21|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=1902&LegislationType=2&isMod=false|2026-03-14T18:18:07.922706+00:00|200||/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1972-21_20260314_181807.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1972-21_20260314_181807.txt|
fetch-bad8946b62f1|law-1972-22|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=2577&LegislationType=2&isMod=false|2026-03-14T18:18:31.059762+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1972-22_20260314_181831.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1972-22_20260314_181831.txt|
fetch-63cd97f1dc78|law-1972-23|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=600&LegislationType=2&isMod=false|2026-03-14T18:18:42.369388+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1972-23_20260314_181842.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1972-23_20260314_181842.txt|
fetch-ddc55d6aefb4|law-1972-24|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=1685&LegislationType=2&isMod=false|2026-03-14T18:18:54.675001+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1972-24_20260314_181854.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1972-24_20260314_181854.txt|
fetch-674e10d5eb83|law-1972-36|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=2497&LegislationType=2&isMod=false|2026-03-14T18:19:07.904276+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1972-36_20260314_181907.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1972-36_20260314_181907.txt|
fetch-cc956dcbd243|law-1972-38|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=2114&LegislationType=2&isMod=false|2026-03-14T18:19:20.338634+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1972-38_20260314_181920.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1972-38_20260314_181920.txt|
fetch-5f4718cba54a|law-1966-12|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=1028&LegislationType=2&isMod=false|2026-03-14T18:19:32.601169+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/law-1966-12_20260314_181932.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/law-1966-12_20260314_181932.txt|
fetch-da7e5dbd8a3e|legislation-100|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=100&LegislationType=1&isMod=false|2026-03-15T08:11:51.159094+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/legislation-100_20260315_081151.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/legislation-100_20260315_081151.txt|
fetch-5b28bf452d1c|legislation-3452-test|https://www.lob.gov.jo/?v=2&lang=ar#!/LegislationDetails?LegislationID=3452&LegislationType=2&isMod=false|2026-03-15T08:14:29.739365+00:00|200|ديوان التشريع والرأي|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/html/legislation-3452-test_20260315_081429.html|/Users/yamanobiedat/Desktop/projects/new-project/data/raw/text/legislation-3452-test_20260315_081429.txt|
